season,rundle,league,div
66,B,Memorial,0
66,C,Memorial,0
66,D,Memorial,1
66,D,Memorial,2
66,E,Memorial,1
66,E,Memorial,2
66,R,Memorial,1
66,R,Memorial,2
66,A,Meridian,0
66,B,Meridian,0
66,C,Meridian,1
66,C,Meridian,2
66,D,Meridian,1
66,D,Meridian,2
66,E,Meridian,1
66,E,Meridian,2
66,R,Meridian,1
66,R,Meridian,2
66,A,Metro,0
66,B,Metro,0
66,C,Metro,0
66,D,Metro,1
66,D,Metro,2
66,E,Metro,1
66,E,Metro,2
66,R,Metro,1
66,R,Metro,2
66,A,Midland,0
66,B,Midland,0
66,C,Midland,1
66,C,Midland,2
66,D,Midland,1
66,D,Midland,2
66,E,Midland,1
66,E,Midland,2
66,R,Midland,1
66,R,Midland,2
66,A,Pacific,0
66,B,Pacific,0
66,C,Pacific,1
66,C,Pacific,2
66,D,Pacific,1
66,D,Pacific,2
66,E,Pacific,1
66,E,Pacific,2
66,R,Pacific,1
66,R,Pacific,2
66,A,Seaboard,0
66,B,Seaboard,0
66,C,Seaboard,1
66,C,Seaboard,2
66,D,Seaboard,1
66,D,Seaboard,2
66,E,Seaboard,1
66,E,Seaboard,2
66,R,Seaboard,1
66,R,Seaboard,2
66,A,Sequoia,0
66,B,Sequoia,0
66,C,Sequoia,1
66,C,Sequoia,2
66,D,Sequoia,1
66,D,Sequoia,2
66,E,Sequoia,1
66,E,Sequoia,2
66,R,Sequoia,1
66,R,Sequoia,2
66,A,Skyline,0
66,B,Skyline,0
66,C,Skyline,1
66,C,Skyline,2
66,D,Skyline,1
66,D,Skyline,2
66,E,Skyline,1
66,E,Skyline,2
66,R,Skyline,1
66,R,Skyline,2
66,A,Sugarloaf,0
66,B,Sugarloaf,0
66,C,Sugarloaf,0
66,D,Sugarloaf,1
66,D,Sugarloaf,2
66,E,Sugarloaf,1
66,E,Sugarloaf,2
66,R,Sugarloaf,1
66,R,Sugarloaf,2
67,A,Alpine,0
67,B,Alpine,0
67,C,Alpine,0
67,D,Alpine,1
67,D,Alpine,2
67,E,Alpine,1
67,E,Alpine,2
67,R,Alpine,1
67,R,Alpine,2
67,A,Badlands,0
67,B,Badlands,0
67,C,Badlands,0
67,D,Badlands,1
67,D,Badlands,2
67,E,Badlands,1
67,E,Badlands,2
67,R,Badlands,1
67,R,Badlands,2
67,A,Central,0
67,B,Central,0
67,C,Central,0
67,D,Central,1
67,D,Central,2
67,E,Central,1
67,E,Central,2
67,R,Central,0
67,A,Coastal,0
67,B,Coastal,0
67,C,Coastal,1
67,C,Coastal,2
67,D,Coastal,1
67,D,Coastal,2
67,E,Coastal,1
67,E,Coastal,2
67,R,Coastal,1
67,R,Coastal,2
67,A,Continental,0
67,B,Continental,0
67,C,Continental,1
67,C,Continental,2
67,D,Continental,1
67,D,Continental,2
67,E,Continental,1
67,E,Continental,2
67,R,Continental,0
67,A,Corridor,0
67,B,Corridor,0
67,C,Corridor,1
67,C,Corridor,2
67,D,Corridor,1
67,D,Corridor,2
67,E,Corridor,1
67,E,Corridor,2
67,R,Corridor,1
67,R,Corridor,2
67,A,Frontier,0
67,B,Frontier,0
67,C,Frontier,0
67,D,Frontier,1
67,D,Frontier,2
67,E,Frontier,1
67,E,Frontier,2
67,R,Frontier,1
67,R,Frontier,2
67,A,Highland,0
67,B,Highland,0
67,C,Highland,0
67,D,Highland,1
67,D,Highland,2
67,E,Highland,1
67,E,Highland,2
67,R,Highland,1
67,R,Highland,2
67,A,Horizon,0
67,B,Horizon,0
67,C,Horizon,0
67,D,Horizon,1
67,D,Horizon,2
67,E,Horizon,1
67,E,Horizon,2
67,R,Horizon,1
67,R,Horizon,2
67,A,Maritime,0
67,B,Maritime,0
67,C,Maritime,1
67,C,Maritime,2
67,D,Maritime,1
67,D,Maritime,2
67,D,Maritime,3
67,E,Maritime,1
67,E,Maritime,2
67,E,Maritime,3
67,R,Maritime,1
67,R,Maritime,2
67,A,Memorial,0
67,B,Memorial,0
67,C,Memorial,1
67,C,Memorial,2
67,D,Memorial,1
67,D,Memorial,2
67,E,Memorial,1
67,E,Memorial,2
67,R,Memorial,1
67,R,Memorial,2
67,A,Meridian,0
67,B,Meridian,0
67,C,Meridian,1
67,C,Meridian,2
67,D,Meridian,1
67,D,Meridian,2
67,E,Meridian,1
67,E,Meridian,2
67,R,Meridian,1
67,R,Meridian,2
67,A,Metro,0
67,B,Metro,0
67,C,Metro,1
67,C,Metro,2
67,D,Metro,1
67,D,Metro,2
67,E,Metro,1
67,E,Metro,2
67,R,Metro,1
67,R,Metro,2
67,A,Midland,0
67,B,Midland,0
67,C,Midland,1
67,C,Midland,2
67,D,Midland,1
67,D,Midland,2
67,E,Midland,1
67,E,Midland,2
67,R,Midland,1
67,R,Midland,2
67,A,Pacific,0
67,B,Pacific,0
67,C,Pacific,0
67,D,Pacific,1
67,D,Pacific,2
67,E,Pacific,1
67,E,Pacific,2
67,R,Pacific,1
67,R,Pacific,2
67,R,Pacific,3
67,A,Seaboard,0
67,B,Seaboard,0
67,C,Seaboard,1
67,C,Seaboard,2
67,D,Seaboard,1
67,D,Seaboard,2
67,E,Seaboard,1
67,E,Seaboard,2
67,R,Seaboard,1
67,R,Seaboard,2
67,A,Sequoia,0
67,B,Sequoia,0
67,C,Sequoia,1
67,C,Sequoia,2
67,D,Sequoia,1
67,D,Sequoia,2
67,E,Sequoia,1
67,E,Sequoia,2
67,E,Sequoia,3
67,R,Sequoia,1
67,R,Sequoia,2
67,A,Skyline,0
67,B,Skyline,0
67,C,Skyline,1
67,C,Skyline,2
67,D,Skyline,1
67,D,Skyline,2
67,E,Skyline,1
67,E,Skyline,2
67,R,Skyline,1
67,R,Skyline,2
67,A,Sugarloaf,0
67,B,Sugarloaf,0
67,C,Sugarloaf,0
67,D,Sugarloaf,1
67,D,Sugarloaf,2
67,E,Sugarloaf,1
67,E,Sugarloaf,2
67,R,Sugarloaf,1
67,R,Sugarloaf,2
68,A,Alpine,0
68,B,Alpine,0
68,C,Alpine,1
68,C,Alpine,2
68,D,Alpine,1
68,D,Alpine,2
68,E,Alpine,1
68,E,Alpine,2
68,E,Alpine,3
68,R,Alpine,1
68,R,Alpine,2
68,A,Arcadia,0
68,B,Arcadia,0
68,C,Arcadia,0
68,D,Arcadia,1
68,D,Arcadia,2
68,E,Arcadia,1
68,E,Arcadia,2
68,R,Arcadia,1
68,R,Arcadia,2
68,A,Badlands,0
68,B,Badlands,0
68,C,Badlands,0
68,D,Badlands,1
68,D,Badlands,2
68,E,Badlands,1
68,E,Badlands,2
68,R,Badlands,0
68,A,Cascade,0
68,B,Cascade,0
68,C,Cascade,0
68,D,Cascade,1
68,D,Cascade,2
68,E,Cascade,1
68,E,Cascade,2
68,R,Cascade,1
68,R,Cascade,2
68,A,Central,0
68,B,Central,0
68,C,Central,0
68,D,Central,1
68,D,Central,2
68,E,Central,1
68,E,Central,2
68,R,Central,1
68,R,Central,2
68,A,Coastal,0
68,B,Coastal,0
68,C,Coastal,0
68,D,Coastal,1
68,D,Coastal,2
68,E,Coastal,1
68,E,Coastal,2
68,R,Coastal,0
68,A,Continental,0
68,B,Continental,0
68,C,Continental,1
68,C,Continental,2
68,D,Continental,1
68,D,Continental,2
68,E,Continental,1
68,E,Continental,2
68,R,Continental,1
68,R,Continental,2
68,A,Corridor,0
68,B,Corridor,0
68,C,Corridor,1
68,C,Corridor,2
68,D,Corridor,1
68,D,Corridor,2
68,E,Corridor,1
68,E,Corridor,2
68,R,Corridor,1
68,R,Corridor,2
68,A,Frontier,0
68,B,Frontier,0
68,C,Frontier,0
68,D,Frontier,1
68,D,Frontier,2
68,E,Frontier,1
68,E,Frontier,2
68,R,Frontier,1
68,R,Frontier,2
68,A,Highland,0
68,B,Highland,0
68,C,Highland,1
68,C,Highland,2
68,D,Highland,1
68,D,Highland,2
68,E,Highland,1
68,E,Highland,2
68,R,Highland,1
68,R,Highland,2
68,A,Horizon,0
68,B,Horizon,0
68,C,Horizon,0
68,D,Horizon,1
68,D,Horizon,2
68,E,Horizon,1
68,E,Horizon,2
68,R,Horizon,1
68,R,Horizon,2
68,A,Magnolia,0
68,B,Magnolia,0
68,C,Magnolia,0
68,D,Magnolia,1
68,D,Magnolia,2
68,E,Magnolia,1
68,E,Magnolia,2
68,R,Magnolia,1
68,R,Magnolia,2
68,A,Maritime,0
68,B,Maritime,0
68,C,Maritime,1
68,C,Maritime,2
68,D,Maritime,1
68,D,Maritime,2
68,E,Maritime,1
68,E,Maritime,2
68,R,Maritime,1
68,R,Maritime,2
68,A,Memorial,0
68,B,Memorial,0
68,C,Memorial,1
68,C,Memorial,2
68,D,Memorial,1
68,D,Memorial,2
68,E,Memorial,1
68,E,Memorial,2
68,R,Memorial,1
68,R,Memorial,2
68,A,Meridian,0
68,B,Meridian,0
68,C,Meridian,0
68,D,Meridian,1
68,D,Meridian,2
68,E,Meridian,1
68,E,Meridian,2
68,R,Meridian,1
68,R,Meridian,2
68,A,Metro,0
68,B,Metro,0
68,C,Metro,1
68,C,Metro,2
68,D,Metro,1
68,D,Metro,2
68,E,Metro,1
68,E,Metro,2
68,R,Metro,1
68,R,Metro,2
68,A,Midland,0
68,B,Midland,0
68,C,Midland,1
68,C,Midland,2
68,D,Midland,1
68,D,Midland,2
68,E,Midland,1
68,E,Midland,2
68,R,Midland,1
68,R,Midland,2
68,A,Pacific,0
68,B,Pacific,0
68,C,Pacific,1
68,C,Pacific,2
68,D,Pacific,1
68,D,Pacific,2
68,E,Pacific,1
68,E,Pacific,2
68,R,Pacific,1
68,R,Pacific,2
68,A,Seaboard,0
68,B,Seaboard,0
68,C,Seaboard,1
68,C,Seaboard,2
68,D,Seaboard,1
68,D,Seaboard,2
68,E,Seaboard,1
68,E,Seaboard,2
68,R,Seaboard,1
68,R,Seaboard,2
68,A,Sequoia,0
68,B,Sequoia,0
68,C,Sequoia,1
68,C,Sequoia,2
68,D,Sequoia,1
68,D,Sequoia,2
68,D,Sequoia,3
68,E,Sequoia,1
68,E,Sequoia,2
68,E,Sequoia,3
68,R,Sequoia,1
68,R,Sequoia,2
68,R,Sequoia,3
68,A,Skyline,0
68,B,Skyline,0
68,C,Skyline,1
68,C,Skyline,2
68,D,Skyline,1
68,D,Skyline,2
68,E,Skyline,1
68,E,Skyline,2
68,R,Skyline,1
68,R,Skyline,2
68,A,Sugarloaf,0
68,B,Sugarloaf,0
68,C,Sugarloaf,1
68,C,Sugarloaf,2
68,D,Sugarloaf,1
68,D,Sugarloaf,2
68,E,Sugarloaf,1
68,E,Sugarloaf,2
68,E,Sugarloaf,3
68,R,Sugarloaf,1
68,R,Sugarloaf,2
69,A,Alpine,0
69,B,Alpine,0
69,C,Alpine,1
69,C,Alpine,2
69,D,Alpine,1
69,D,Alpine,2
69,D,Alpine,3
69,E,Alpine,1
69,E,Alpine,2
69,E,Alpine,3
69,R,Alpine,1
69,R,Alpine,2
69,R,Alpine,3
69,A,Arcadia,0
69,B,Arcadia,0
69,C,Arcadia,0
69,D,Arcadia,1
69,D,Arcadia,2
69,E,Arcadia,1
69,E,Arcadia,2
69,R,Arcadia,1
69,R,Arcadia,2
69,A,Atlantic,0
69,B,Atlantic,0
69,C,Atlantic,0
69,D,Atlantic,1
69,D,Atlantic,2
69,E,Atlantic,1
69,E,Atlantic,2
69,R,Atlantic,0
69,A,Badlands,0
69,B,Badlands,0
69,C,Badlands,1
69,C,Badlands,2
69,D,Badlands,1
69,D,Badlands,2
69,E,Badlands,1
69,E,Badlands,2
69,R,Badlands,1
69,R,Badlands,2
69,A,Cascade,0
69,B,Cascade,0
69,C,Cascade,0
69,D,Cascade,1
69,D,Cascade,2
69,E,Cascade,1
69,E,Cascade,2
69,R,Cascade,1
69,R,Cascade,2
69,A,Central,0
69,B,Central,0
69,C,Central,1
69,C,Central,2
69,D,Central,1
69,D,Central,2
69,E,Central,1
69,E,Central,2
69,R,Central,1
69,R,Central,2
69,A,Coastal,0
69,B,Coastal,0
69,C,Coastal,0
69,D,Coastal,1
69,D,Coastal,2
69,E,Coastal,1
69,E,Coastal,2
69,R,Coastal,0
69,A,Continental,0
69,B,Continental,0
69,C,Continental,1
69,C,Continental,2
69,D,Continental,1
69,D,Continental,2
69,E,Continental,1
69,E,Continental,2
69,R,Continental,0
69,A,Corridor,0
69,B,Corridor,0
69,C,Corridor,1
69,C,Corridor,2
69,D,Corridor,1
69,D,Corridor,2
69,E,Corridor,1
69,E,Corridor,2
69,R,Corridor,1
69,R,Corridor,2
69,A,Frontier,0
69,B,Frontier,0
69,C,Frontier,0
69,D,Frontier,1
69,D,Frontier,2
69,E,Frontier,1
69,E,Frontier,2
69,R,Frontier,0
69,A,Highland,0
69,B,Highland,0
69,C,Highland,1
69,C,Highland,2
69,D,Highland,1
69,D,Highland,2
69,E,Highland,1
69,E,Highland,2
69,R,Highland,1
69,R,Highland,2
69,A,Horizon,0
69,B,Horizon,0
69,C,Horizon,1
69,C,Horizon,2
69,D,Horizon,1
69,D,Horizon,2
69,E,Horizon,1
69,E,Horizon,2
69,R,Horizon,1
69,R,Horizon,2
69,A,Magnolia,0
69,B,Magnolia,0
69,C,Magnolia,1
69,C,Magnolia,2
69,D,Magnolia,1
69,D,Magnolia,2
69,E,Magnolia,1
69,E,Magnolia,2
69,R,Magnolia,1
69,R,Magnolia,2
69,A,Maritime,0
69,B,Maritime,0
69,C,Maritime,0
69,D,Maritime,1
69,D,Maritime,2
69,E,Maritime,1
69,E,Maritime,2
69,R,Maritime,0
69,A,Memorial,0
69,B,Memorial,0
69,C,Memorial,1
69,C,Memorial,2
69,D,Memorial,1
69,D,Memorial,2
69,E,Memorial,1
69,E,Memorial,2
69,R,Memorial,1
69,R,Memorial,2
69,A,Meridian,0
69,B,Meridian,0
69,C,Meridian,1
69,C,Meridian,2
69,D,Meridian,1
69,D,Meridian,2
69,E,Meridian,1
69,E,Meridian,2
69,R,Meridian,1
69,R,Meridian,2
69,A,Metro,0
69,B,Metro,0
69,C,Metro,1
69,C,Metro,2
69,D,Metro,1
69,D,Metro,2
69,E,Metro,1
69,E,Metro,2
69,R,Metro,1
69,R,Metro,2
69,A,Midland,0
69,B,Midland,0
69,C,Midland,1
69,C,Midland,2
69,D,Midland,1
69,D,Midland,2
69,E,Midland,1
69,E,Midland,2
69,R,Midland,1
69,R,Midland,2
69,A,Morningstar,0
69,B,Morningstar,0
69,C,Morningstar,0
69,D,Morningstar,1
69,D,Morningstar,2
69,E,Morningstar,1
69,E,Morningstar,2
69,R,Morningstar,1
69,R,Morningstar,2
69,A,Pacific,0
69,B,Pacific,0
69,C,Pacific,1
69,C,Pacific,2
69,D,Pacific,1
69,D,Pacific,2
69,E,Pacific,1
69,E,Pacific,2
69,R,Pacific,1
69,R,Pacific,2
69,A,Seaboard,0
69,B,Seaboard,0
69,C,Seaboard,1
69,C,Seaboard,2
69,D,Seaboard,1
69,D,Seaboard,2
69,E,Seaboard,1
69,E,Seaboard,2
69,R,Seaboard,1
69,R,Seaboard,2
69,A,Sequoia,0
69,B,Sequoia,0
69,C,Sequoia,0
69,D,Sequoia,1
69,D,Sequoia,2
69,E,Sequoia,1
69,E,Sequoia,2
69,R,Sequoia,1
69,R,Sequoia,2
69,A,Skyline,0
69,B,Skyline,0
69,C,Skyline,1
69,C,Skyline,2
69,D,Skyline,1
69,D,Skyline,2
69,E,Skyline,1
69,E,Skyline,2
69,R,Skyline,1
69,R,Skyline,2
69,A,Sugarloaf,0
69,B,Sugarloaf,0
69,C,Sugarloaf,1
69,C,Sugarloaf,2
69,D,Sugarloaf,1
69,D,Sugarloaf,2
69,D,Sugarloaf,3
69,E,Sugarloaf,1
69,E,Sugarloaf,2
69,E,Sugarloaf,3
69,R,Sugarloaf,1
69,R,Sugarloaf,2
69,A,Tundra,0
69,B,Tundra,0
69,C,Tundra,1
69,C,Tundra,2
69,D,Tundra,1
69,D,Tundra,2
69,E,Tundra,1
69,E,Tundra,2
69,R,Tundra,1
69,R,Tundra,2
70,A,Alpine,0
70,B,Alpine,0
70,C,Alpine,1
70,C,Alpine,2
70,D,Alpine,1
70,D,Alpine,2
70,D,Alpine,3
70,E,Alpine,1
70,E,Alpine,2
70,E,Alpine,3
70,R,Alpine,1
70,R,Alpine,2
70,R,Alpine,3
70,A,Arcadia,0
70,B,Arcadia,0
70,C,Arcadia,1
70,C,Arcadia,2
70,D,Arcadia,1
70,D,Arcadia,2
70,E,Arcadia,1
70,E,Arcadia,2
70,R,Arcadia,1
70,R,Arcadia,2
70,A,Atlantic,0
70,B,Atlantic,0
70,C,Atlantic,0
70,D,Atlantic,1
70,D,Atlantic,2
70,E,Atlantic,1
70,E,Atlantic,2
70,R,Atlantic,1
70,R,Atlantic,2
70,A,Badlands,0
70,B,Badlands,0
70,C,Badlands,1
70,C,Badlands,2
70,D,Badlands,1
70,D,Badlands,2
70,E,Badlands,1
70,E,Badlands,2
70,R,Badlands,1
70,R,Badlands,2
70,A,Bayou,0
70,B,Bayou,0
70,C,Bayou,0
70,D,Bayou,1
70,D,Bayou,2
70,E,Bayou,1
70,E,Bayou,2
70,R,Bayou,1
70,R,Bayou,2
70,A,Cascade,0
70,B,Cascade,0
70,C,Cascade,0
70,D,Cascade,1
70,D,Cascade,2
70,E,Cascade,1
70,E,Cascade,2
70,R,Cascade,1
70,R,Cascade,2
70,A,Central,0
70,B,Central,0
70,C,Central,0
70,D,Central,1
70,D,Central,2
70,E,Central,1
70,E,Central,2
70,R,Central,1
70,R,Central,2
70,A,Coastal,0
70,B,Coastal,0
70,C,Coastal,0
70,D,Coastal,1
70,D,Coastal,2
70,E,Coastal,1
70,E,Coastal,2
70,R,Coastal,0
70,A,Continental,0
70,B,Continental,0
70,C,Continental,1
70,C,Continental,2
70,D,Continental,1
70,D,Continental,2
70,E,Continental,1
70,E,Continental,2
70,R,Continental,1
70,R,Continental,2
70,A,Corridor,0
70,B,Corridor,0
70,C,Corridor,1
70,C,Corridor,2
70,D,Corridor,1
70,D,Corridor,2
70,E,Corridor,1
70,E,Corridor,2
70,R,Corridor,1
70,R,Corridor,2
70,A,Frontier,0
70,B,Frontier,0
70,C,Frontier,1
70,C,Frontier,2
70,D,Frontier,1
70,D,Frontier,2
70,E,Frontier,1
70,E,Frontier,2
70,R,Frontier,1
70,R,Frontier,2
70,A,Highland,0
70,B,Highland,0
70,C,Highland,1
70,C,Highland,2
70,D,Highland,1
70,D,Highland,2
70,E,Highland,1
70,E,Highland,2
70,R,Highland,1
70,R,Highland,2
70,A,Horizon,0
70,B,Horizon,0
70,C,Horizon,1
70,C,Horizon,2
70,D,Horizon,1
70,D,Horizon,2
70,E,Horizon,1
70,E,Horizon,2
70,R,Horizon,1
70,R,Horizon,2
70,A,Laguna,0
70,B,Laguna,0
70,C,Laguna,0
70,D,Laguna,1
70,D,Laguna,2
70,E,Laguna,1
70,E,Laguna,2
70,R,Laguna,1
70,R,Laguna,2
70,A,Magnolia,0
70,B,Magnolia,0
70,C,Magnolia,1
70,C,Magnolia,2
70,D,Magnolia,1
70,D,Magnolia,2
70,E,Magnolia,1
70,E,Magnolia,2
70,R,Magnolia,1
70,R,Magnolia,2
70,A,Maritime,0
70,B,Maritime,0
70,C,Maritime,0
70,D,Maritime,1
70,D,Maritime,2
70,E,Maritime,1
70,E,Maritime,2
70,R,Maritime,0
70,A,Memorial,0
70,B,Memorial,0
70,C,Memorial,1
70,C,Memorial,2
70,D,Memorial,1
70,D,Memorial,2
70,E,Memorial,1
70,E,Memorial,2
70,R,Memorial,1
70,R,Memorial,2
70,A,Meridian,0
70,B,Meridian,0
70,C,Meridian,1
70,C,Meridian,2
70,D,Meridian,1
70,D,Meridian,2
70,E,Meridian,1
70,E,Meridian,2
70,R,Meridian,1
70,R,Meridian,2
70,A,Metro,0
70,B,Metro,0
70,C,Metro,0
70,D,Metro,1
70,D,Metro,2
70,E,Metro,1
70,E,Metro,2
70,R,Metro,1
70,R,Metro,2
70,A,Midland,0
70,B,Midland,0
70,C,Midland,0
70,D,Midland,1
70,D,Midland,2
70,E,Midland,1
70,E,Midland,2
70,R,Midland,1
70,R,Midland,2
70,A,Morningstar,0
70,B,Morningstar,0
70,C,Morningstar,0
70,D,Morningstar,1
70,D,Morningstar,2
70,E,Morningstar,1
70,E,Morningstar,2
70,R,Morningstar,0
70,A,Pacific,0
70,B,Pacific,0
70,C,Pacific,1
70,C,Pacific,2
70,D,Pacific,1
70,D,Pacific,2
70,E,Pacific,1
70,E,Pacific,2
70,R,Pacific,1
70,R,Pacific,2
70,A,Piedmont,0
70,B,Piedmont,0
70,C,Piedmont,0
70,D,Piedmont,1
70,D,Piedmont,2
70,E,Piedmont,1
70,E,Piedmont,2
70,R,Piedmont,0
70,A,Seaboard,0
70,B,Seaboard,0
70,C,Seaboard,0
70,D,Seaboard,1
70,D,Seaboard,2
70,E,Seaboard,1
70,E,Seaboard,2
70,R,Seaboard,1
70,R,Seaboard,2
70,A,Sequoia,0
70,B,Sequoia,0
70,C,Sequoia,0
70,D,Sequoia,1
70,D,Sequoia,2
70,E,Sequoia,1
70,E,Sequoia,2
70,R,Sequoia,1
70,R,Sequoia,2
70,A,Skyline,0
70,B,Skyline,0
70,C,Skyline,1
70,C,Skyline,2
70,D,Skyline,1
70,D,Skyline,2
70,E,Skyline,1
70,E,Skyline,2
70,R,Skyline,1
70,R,Skyline,2
70,A,Sugarloaf,0
70,B,Sugarloaf,0
70,C,Sugarloaf,1
70,C,Sugarloaf,2
70,D,Sugarloaf,1
70,D,Sugarloaf,2
70,E,Sugarloaf,1
70,E,Sugarloaf,2
70,R,Sugarloaf,1
70,R,Sugarloaf,2
70,A,Tundra,0
70,B,Tundra,0
70,C,Tundra,1
70,C,Tundra,2
70,D,Tundra,1
70,D,Tundra,2
70,E,Tundra,1
70,E,Tundra,2
70,R,Tundra,1
70,R,Tundra,2
71,A,Alpine,0
71,B,Alpine,0
71,C,Alpine,1
71,C,Alpine,2
71,D,Alpine,1
71,D,Alpine,2
71,E,Alpine,1
71,E,Alpine,2
71,R,Alpine,1
71,R,Alpine,2
71,A,Arcadia,0
71,B,Arcadia,0
71,C,Arcadia,1
71,C,Arcadia,2
71,D,Arcadia,1
71,D,Arcadia,2
71,E,Arcadia,1
71,E,Arcadia,2
71,R,Arcadia,1
71,R,Arcadia,2
71,A,Atlantic,0
71,B,Atlantic,0
71,C,Atlantic,1
71,C,Atlantic,2
71,D,Atlantic,1
71,D,Atlantic,2
71,E,Atlantic,1
71,E,Atlantic,2
71,R,Atlantic,0
71,A,Badlands,0
71,B,Badlands,0
71,C,Badlands,1
71,C,Badlands,2
71,D,Badlands,1
71,D,Badlands,2
71,E,Badlands,1
71,E,Badlands,2
71,R,Badlands,1
71,R,Badlands,2
71,A,Bayou,0
71,B,Bayou,0
71,C,Bayou,1
71,C,Bayou,2
71,D,Bayou,1
71,D,Bayou,2
71,E,Bayou,1
71,E,Bayou,2
71,R,Bayou,0
71,A,Cascade,0
71,B,Cascade,0
71,C,Cascade,1
71,C,Cascade,2
71,D,Cascade,1
71,D,Cascade,2
71,E,Cascade,1
71,E,Cascade,2
71,E,Cascade,3
71,R,Cascade,1
71,R,Cascade,2
71,A,Central,0
71,B,Central,0
71,C,Central,0
71,D,Central,1
71,D,Central,2
71,E,Central,1
71,E,Central,2
71,R,Central,1
71,R,Central,2
71,A,Coastal,0
71,B,Coastal,0
71,C,Coastal,0
71,D,Coastal,1
71,D,Coastal,2
71,E,Coastal,1
71,E,Coastal,2
71,R,Coastal,0
71,A,Continental,0
71,B,Continental,0
71,C,Continental,1
71,C,Continental,2
71,D,Continental,1
71,D,Continental,2
71,E,Continental,1
71,E,Continental,2
71,R,Continental,0
71,A,Corridor,0
71,B,Corridor,0
71,C,Corridor,1
71,C,Corridor,2
71,D,Corridor,1
71,D,Corridor,2
71,E,Corridor,1
71,E,Corridor,2
71,R,Corridor,1
71,R,Corridor,2
71,A,Fjord,0
71,B,Fjord,0
71,C,Fjord,0
71,D,Fjord,1
71,D,Fjord,2
71,E,Fjord,1
71,E,Fjord,2
71,R,Fjord,0
71,A,Frontier,0
71,B,Frontier,0
71,C,Frontier,0
71,D,Frontier,1
71,D,Frontier,2
71,E,Frontier,1
71,E,Frontier,2
71,R,Frontier,0
71,A,Highland,0
71,B,Highland,0
71,C,Highland,1
71,C,Highland,2
71,D,Highland,1
71,D,Highland,2
71,E,Highland,1
71,E,Highland,2
71,R,Highland,1
71,R,Highland,2
71,A,Horizon,0
71,B,Horizon,0
71,C,Horizon,1
71,C,Horizon,2
71,D,Horizon,1
71,D,Horizon,2
71,E,Horizon,1
71,E,Horizon,2
71,R,Horizon,1
71,R,Horizon,2
71,A,Laguna,0
71,B,Laguna,0
71,C,Laguna,1
71,C,Laguna,2
71,D,Laguna,1
71,D,Laguna,2
71,E,Laguna,1
71,E,Laguna,2
71,R,Laguna,1
71,R,Laguna,2
71,A,Magnolia,0
71,B,Magnolia,0
71,C,Magnolia,1
71,C,Magnolia,2
71,D,Magnolia,1
71,D,Magnolia,2
71,D,Magnolia,3
71,E,Magnolia,1
71,E,Magnolia,2
71,R,Magnolia,1
71,R,Magnolia,2
71,A,Maritime,0
71,B,Maritime,0
71,C,Maritime,0
71,D,Maritime,1
71,D,Maritime,2
71,E,Maritime,1
71,E,Maritime,2
71,R,Maritime,0
71,A,Memorial,0
71,B,Memorial,0
71,C,Memorial,1
71,C,Memorial,2
71,D,Memorial,1
71,D,Memorial,2
71,E,Memorial,1
71,E,Memorial,2
71,R,Memorial,1
71,R,Memorial,2
71,A,Meridian,0
71,B,Meridian,0
71,C,Meridian,1
71,C,Meridian,2
71,D,Meridian,1
71,D,Meridian,2
71,E,Meridian,1
71,E,Meridian,2
71,R,Meridian,1
71,R,Meridian,2
71,A,Metro,0
71,B,Metro,0
71,C,Metro,0
71,D,Metro,1
71,D,Metro,2
71,E,Metro,1
71,E,Metro,2
71,R,Metro,1
71,R,Metro,2
71,A,Midland,0
71,B,Midland,0
71,C,Midland,1
71,C,Midland,2
71,D,Midland,1
71,D,Midland,2
71,E,Midland,1
71,E,Midland,2
71,R,Midland,1
71,R,Midland,2
71,A,Morningstar,0
71,B,Morningstar,0
71,C,Morningstar,0
71,D,Morningstar,1
71,D,Morningstar,2
71,E,Morningstar,1
71,E,Morningstar,2
71,R,Morningstar,1
71,R,Morningstar,2
71,A,Pacific,0
71,B,Pacific,0
71,C,Pacific,1
71,C,Pacific,2
71,D,Pacific,1
71,D,Pacific,2
71,E,Pacific,1
71,E,Pacific,2
71,R,Pacific,1
71,R,Pacific,2
71,A,Piedmont,0
71,B,Piedmont,0
71,C,Piedmont,0
71,D,Piedmont,1
71,D,Piedmont,2
71,E,Piedmont,1
71,E,Piedmont,2
71,R,Piedmont,0
71,A,Plaza,0
71,B,Plaza,0
71,C,Plaza,0
71,D,Plaza,1
71,D,Plaza,2
71,E,Plaza,0
71,R,Plaza,0
71,A,Seaboard,0
71,B,Seaboard,0
71,C,Seaboard,1
71,C,Seaboard,2
71,D,Seaboard,1
71,D,Seaboard,2
71,E,Seaboard,1
71,E,Seaboard,2
71,R,Seaboard,1
71,R,Seaboard,2
71,A,Sequoia,0
71,B,Sequoia,0
71,C,Sequoia,0
71,D,Sequoia,1
71,D,Sequoia,2
71,E,Sequoia,1
71,E,Sequoia,2
71,R,Sequoia,1
71,R,Sequoia,2
71,A,Sierra,0
71,B,Sierra,0
71,C,Sierra,0
71,D,Sierra,1
71,D,Sierra,2
71,E,Sierra,1
71,E,Sierra,2
71,R,Sierra,0
71,A,Skyline,0
71,B,Skyline,0
71,C,Skyline,0
71,D,Skyline,1
71,D,Skyline,2
71,E,Skyline,1
71,E,Skyline,2
71,R,Skyline,1
71,R,Skyline,2
